game_pk,at_bat_number,pitch_number,pitch_type,pitch_type_map,is_fastball,balls,strikes,outs_when_up,inning,home_score,away_score,bat_score,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,prev_pitch_1,prev_pitch_2,prev_pitch_3,batter_is_right,pitcher_is_right,inning_top
745261,38,4,FF,0,1,2,1,2,4,0,5,0,2,1,4.0,4.0,0.0,1,0,0
745261,38,5,FF,0,1,3,1,2,4,0,5,0,2,1,0.0,4.0,4.0,1,0,0
745261,38,6,SL,4,0,3,2,2,4,0,5,0,2,1,0.0,0.0,4.0,1,0,0
745261,38,7,FF,0,1,3,2,2,4,0,5,0,2,1,4.0,0.0,0.0,1,0,0
745261,39,1,SL,4,0,0,0,2,4,0,5,0,2,1,0.0,4.0,0.0,1,0,0
745261,39,2,FF,0,1,0,1,2,4,0,5,0,2,1,4.0,0.0,4.0,1,0,0
745261,39,3,FF,0,1,0,2,2,4,0,5,0,2,1,0.0,4.0,0.0,1,0,0
745261,39,4,FF,0,1,1,2,2,4,0,5,0,2,1,0.0,0.0,4.0,1,0,0
745261,40,1,SL,4,0,0,0,2,4,0,5,0,2,1,0.0,0.0,0.0,1,0,0
745261,40,2,SL,4,0,0,1,2,4,0,5,0,2,1,4.0,0.0,0.0,1,0,0
745261,40,3,CH,5,0,0,2,2,4,0,5,0,2,1,4.0,4.0,0.0,1,0,0
745261,44,1,FF,0,1,0,0,0,5,0,5,0,2,1,5.0,4.0,4.0,1,0,0
745261,44,2,SL,4,0,1,0,0,5,0,5,0,2,1,0.0,5.0,4.0,1,0,0
745261,44,3,FF,0,1,1,1,0,5,0,5,0,2,1,4.0,0.0,5.0,1,0,0
745261,44,4,FF,0,1,2,1,0,5,0,5,0,2,1,0.0,4.0,0.0,1,0,0
745261,44,5,CH,5,0,2,2,0,5,0,5,0,2,1,0.0,0.0,4.0,1,0,0
745261,44,6,FF,0,1,2,2,0,5,0,5,0,2,1,5.0,0.0,0.0,1,0,0
745261,44,7,FF,0,1,2,2,0,5,0,5,0,2,1,0.0,5.0,0.0,1,0,0
745261,44,8,SL,4,0,3,2,0,5,0,5,0,2,1,0.0,0.0,5.0,1,0,0
745261,45,1,SL,4,0,0,0,0,5,0,5,0,3,2,4.0,0.0,0.0,1,0,0
745261,45,2,SL,4,0,0,1,0,5,0,5,0,3,2,4.0,4.0,0.0,1,0,0
745261,46,1,SL,4,0,0,0,1,5,0,5,0,3,2,4.0,4.0,4.0,1,0,0
745261,46,2,FF,0,1,1,0,1,5,0,5,0,3,2,4.0,4.0,4.0,1,0,0
745261,46,3,FF,0,1,1,1,1,5,0,5,0,3,2,0.0,4.0,4.0,1,0,0
745261,46,4,SL,4,0,2,1,1,5,0,5,0,3,2,0.0,0.0,4.0,1,0,0
745261,46,5,FF,0,1,3,1,1,5,0,5,0,3,2,4.0,0.0,0.0,1,0,0
745261,46,6,FF,0,1,3,2,1,5,0,5,0,3,2,0.0,4.0,0.0,1,0,0
745261,46,7,SL,4,0,3,2,1,5,0,5,0,3,2,0.0,0.0,4.0,1,0,0
745261,46,8,SL,4,0,3,2,1,5,0,5,0,3,2,4.0,0.0,0.0,1,0,0
745261,47,1,SL,4,0,0,0,2,5,0,5,0,3,2,4.0,4.0,0.0,1,0,0
745261,47,2,SL,4,0,0,1,2,5,0,5,0,3,2,4.0,4.0,4.0,1,0,0
745261,47,3,FF,0,1,0,2,2,5,0,5,0,3,2,4.0,4.0,4.0,1,0,0
745261,47,4,SL,4,0,1,2,2,5,0,5,0,3,2,0.0,4.0,4.0,1,0,0
745261,47,5,SL,4,0,1,2,2,5,0,5,0,3,2,4.0,0.0,4.0,1,0,0
745261,47,6,FF,0,1,1,2,2,5,0,5,0,3,2,4.0,4.0,0.0,1,0,0
745261,47,7,SL,4,0,2,2,2,5,0,5,0,3,2,0.0,4.0,4.0,1,0,0
745261,48,1,SL,4,0,0,0,2,5,1,5,1,3,2,4.0,0.0,4.0,1,0,0
745261,48,2,CH,5,0,0,1,2,5,1,5,1,3,2,4.0,4.0,0.0,1,0,0
745261,48,3,CH,5,0,0,2,2,5,1,5,1,3,2,5.0,4.0,4.0,1,0,0
745261,48,4,CH,5,0,1,2,2,5,1,5,1,3,2,5.0,5.0,4.0,1,0,0
745261,48,5,SL,4,0,1,2,2,5,1,5,1,3,2,5.0,5.0,5.0,1,0,0
745300,5,1,FF,0,1,0,0,0,1,0,0,0,1,0,4.0,5.0,5.0,1,0,0
745300,5,2,SL,4,0,0,1,0,1,0,0,0,1,0,0.0,4.0,5.0,1,0,0
745300,6,1,FF,0,1,0,0,0,1,0,0,0,1,0,4.0,0.0,4.0,1,0,0
745300,6,2,CH,5,0,0,1,0,1,0,0,0,1,0,0.0,4.0,0.0,1,0,0
745300,7,1,SL,4,0,0,0,0,1,0,0,0,1,0,5.0,0.0,4.0,1,0,0
745300,7,2,SL,4,0,0,1,0,1,0,0,0,1,0,4.0,5.0,0.0,1,0,0
745300,7,3,FF,0,1,1,1,0,1,0,0,0,1,0,4.0,4.0,5.0,1,0,0
745300,7,4,CH,5,0,2,1,0,1,0,0,0,1,0,0.0,4.0,4.0,1,0,0
745300,7,5,SL,4,0,3,1,0,1,0,0,0,1,0,5.0,0.0,4.0,1,0,0
745300,7,6,SL,4,0,3,2,0,1,0,0,0,1,0,4.0,5.0,0.0,1,0,0
745300,7,7,SL,4,0,3,2,0,1,0,0,0,1,0,4.0,4.0,5.0,1,0,0
745300,7,8,SL,4,0,3,2,0,1,0,0,0,1,0,4.0,4.0,4.0,1,0,0
745300,8,1,SL,4,0,0,0,1,1,0,0,0,1,0,4.0,4.0,4.0,1,0,0
745300,8,2,SL,4,0,1,0,1,1,0,0,0,1,0,4.0,4.0,4.0,1,0,0
745300,8,3,SL,4,0,1,1,1,1,0,0,0,1,0,4.0,4.0,4.0,1,0,0
745300,8,4,FF,0,1,1,2,1,1,0,0,0,1,0,4.0,4.0,4.0,1,0,0
745300,9,1,SL,4,0,0,0,2,1,0,0,0,1,0,0.0,4.0,4.0,1,0,0
745300,9,2,SL,4,0,0,1,2,1,0,0,0,1,0,4.0,0.0,4.0,1,0,0
745300,9,3,SL,4,0,0,2,2,1,0,0,0,1,0,4.0,4.0,0.0,1,0,0
745300,13,1,FF,0,1,0,0,0,2,0,0,0,1,0,4.0,4.0,4.0,0,0,0
745300,13,2,CH,5,0,0,1,0,2,0,0,0,1,0,0.0,4.0,4.0,0,0,0
745300,13,3,SL,4,0,1,1,0,2,0,0,0,1,0,5.0,0.0,4.0,0,0,0
745300,13,4,SL,4,0,1,2,0,2,0,0,0,1,0,4.0,5.0,0.0,0,0,0
745300,14,1,FF,0,1,0,0,1,2,0,0,0,1,0,4.0,4.0,5.0,1,0,0
745300,14,2,FF,0,1,0,1,1,2,0,0,0,1,0,0.0,4.0,4.0,1,0,0
745300,14,3,CH,5,0,1,1,1,2,0,0,0,1,0,0.0,0.0,4.0,1,0,0
745300,14,4,SL,4,0,2,1,1,2,0,0,0,1,0,5.0,0.0,0.0,1,0,0
745300,14,5,SL,4,0,2,2,1,2,0,0,0,1,0,4.0,5.0,0.0,1,0,0
745300,15,1,SL,4,0,0,0,1,2,0,0,0,1,0,4.0,4.0,5.0,1,0,0
745300,15,2,FF,0,1,0,1,1,2,0,0,0,1,0,4.0,4.0,4.0,1,0,0
745300,15,3,FF,0,1,0,2,1,2,0,0,0,1,0,0.0,4.0,4.0,1,0,0
745300,16,1,SL,4,0,0,0,2,2,0,0,0,1,0,0.0,0.0,4.0,1,0,0
745300,16,2,SL,4,0,0,1,2,2,0,0,0,1,0,4.0,0.0,0.0,1,0,0
745300,16,3,SL,4,0,1,1,2,2,0,0,0,1,0,4.0,4.0,0.0,1,0,0
745300,16,4,SL,4,0,1,2,2,2,0,0,0,1,0,4.0,4.0,4.0,1,0,0
745300,21,1,SL,4,0,0,0,0,3,0,0,0,2,1,4.0,4.0,4.0,1,0,0
745300,21,2,SI,1,0,1,0,0,3,0,0,0,2,1,4.0,4.0,4.0,1,0,0
745300,22,1,FF,0,1,0,0,1,3,0,0,0,2,1,1.0,4.0,4.0,1,0,0
745300,22,2,FF,0,1,1,0,1,3,0,0,0,2,1,0.0,1.0,4.0,1,0,0
745300,22,3,FF,0,1,2,0,1,3,0,0,0,2,1,0.0,0.0,1.0,1,0,0
745300,22,4,SL,4,0,2,1,1,3,0,0,0,2,1,0.0,0.0,0.0,1,0,0
745300,22,5,SL,4,0,2,2,1,3,0,0,0,2,1,4.0,0.0,0.0,1,0,0
745300,22,6,SL,4,0,2,2,1,3,0,0,0,2,1,4.0,4.0,0.0,1,0,0
745300,23,1,CH,5,0,0,0,2,3,0,0,0,2,1,4.0,4.0,4.0,1,0,0
745300,27,1,FF,0,1,0,0,0,4,0,0,0,2,1,5.0,4.0,4.0,1,0,0
745300,27,2,CH,5,0,1,0,0,4,0,0,0,2,1,0.0,5.0,4.0,1,0,0
745300,27,3,CH,5,0,2,0,0,4,0,0,0,2,1,5.0,0.0,5.0,1,0,0
745300,27,4,FF,0,1,2,1,0,4,0,0,0,2,1,5.0,5.0,0.0,1,0,0
745300,27,5,SL,4,0,2,2,0,4,0,0,0,2,1,0.0,5.0,5.0,1,0,0
745300,27,6,SL,4,0,3,2,0,4,0,0,0,2,1,4.0,0.0,5.0,1,0,0
745300,28,1,FF,0,1,0,0,1,4,0,0,0,2,1,4.0,4.0,0.0,1,0,0
745300,28,2,FF,0,1,0,1,1,4,0,0,0,2,1,0.0,4.0,4.0,1,0,0
745300,28,3,SL,4,0,1,1,1,4,0,0,0,2,1,0.0,0.0,4.0,1,0,0
745300,28,4,SL,4,0,2,1,1,4,0,0,0,2,1,4.0,0.0,0.0,1,0,0
745300,28,5,FF,0,1,2,2,1,4,0,0,0,2,1,4.0,4.0,0.0,1,0,0
745300,28,6,FF,0,1,2,2,1,4,0,0,0,2,1,0.0,4.0,4.0,1,0,0
745300,29,1,SL,4,0,0,0,2,4,0,0,0,2,1,0.0,0.0,4.0,0,0,0
745300,29,2,SL,4,0,1,0,2,4,0,0,0,2,1,4.0,0.0,0.0,0,0,0
745300,29,3,SL,4,0,1,1,2,4,0,0,0,2,1,4.0,4.0,0.0,0,0,0
745300,29,4,SI,1,0,1,2,2,4,0,0,0,2,1,4.0,4.0,4.0,0,0,0
745300,29,5,SL,4,0,1,2,2,4,0,0,0,2,1,1.0,4.0,4.0,0,0,0
745300,33,1,SL,4,0,0,0,0,5,0,0,0,2,1,4.0,1.0,4.0,1,0,0
745300,33,2,SL,4,0,0,1,0,5,0,0,0,2,1,4.0,4.0,1.0,1,0,0
